Account,User Name,Page Category,Content,Followers at Posting,Created,Type,Likes,Comments,Views,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Total Interactions,Overperforming Score (weighted  ?  Likes 1x Comments 1x )
Kemdikbud.RI,kemdikbud.ri,Official Page,Pembelajaran Tatap Muka,1746465,2020-08-08 04:17:43 EDT,IGTV,74357,2331,532363,https://www.instagram.com/tv/CDnwj2bJ42v/,https://www.instagram.com/tv/CDnwj2bJ42v/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/116780719_298977311162232_6764506410094913156_n.jpg?_nc_cat=110&ccb=3&_nc_sid=8ae9d6&_nc_ohc=larGaALxKigAX9bJMnx&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=d98abf3dac95ef65b899a8abd954bbbb&oe=6054CA22,Protokol Kesehatan Ketat untuk Sekolah Tatap Muka di Zona Hijau dan Kuning.,".

#SahabatDikbud , Mendikbud menegaskan bahwa pada saat sekolah melakukan pembelajaran tatap muka, kondisi protokol kesehatan sangat ketat. Masing-masing rombongan belajar (rombel) hanya diperbolehkan maksimal 50% dari kapasitas. Berarti sekolah harus melakukan rotasi/shifting saat siswa mengikuti pembelajaran tatap muka.
.

Sekolah juga tidak diperbolehkan membuka aktivitas kantin, kegiatan berkumpul, atau kegiatan ekstrakurikuler yang memiliki risiko interaksi antara masing-masing rombel. Siswa hanya diperbolehkan mengikuti kegiatan belajar mengajar, kemudian langsung pulang setelah sekolah selesai. Selama berada di sekolah, siswa harus memakai masker dan sekolah maupun siswa harus memenuhi berbagai macam persyaratan atau checklist yang sangat ketat. 
.

#SahabatDikbud dapat menyimak pesan Mendikbud selengkapnya pada video berikut ????. 
.

#MerdekaBelajar #BersamaHadapiKorona #BelajardariRumah #SeruBelajarKebiasaanBaru #BangkituntukIndonesiaMaju",,,,76688,5.85
Kemdikbud.RI,kemdikbud.ri,Official Page,Pembelajaran Tatap Muka,2018676,2020-11-21 09:01:03 EST,Album,11612,158,0,https://www.instagram.com/p/CH2vs7fhHb9/,https://www.instagram.com/p/CH2vs7fhHb9/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/126855813_167250068448382_6779980981320763876_n.jpg?_nc_cat=109&ccb=3&_nc_sid=8ae9d6&_nc_ohc=sgx5k7BFIqcAX8xV4HY&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=1cef4b67099c254f4a1045ded76c42f5&oe=605605E0,,"#SahabatDikbud, pemerintah mengumumkan Surat Keputusan Bersama (SKB) Mendikbud, Menteri @kemenag_ri , Menteri @kemenkes_ri , dan Menteri @kemendagri tentang Panduan Penyelenggaraan Pembelajaran pada Semester Genap Tahun Ajaran & Tahun Akademik 2020/2021 di Masa Pandemi Covid-19.
.
Penyesuaian kebijakan dilakukan untuk memberikan penguatan peran pemda/kanwil/kantor 
@kemenag_ri sebagai pihak yang paling mengetahui dan memahami kondisi, kebutuhan, dan kapasitas daerahnya. Kebijakan berlaku mulai bulan Januari 2021.
.
#SahabatDikbud, pemberian izin pembelajaran tatap muka dapat dilakukan secara serentak dalam satu wilayah kabupaten/kota atau bertahap per wilayah kecamatan/desa/kelurahan dengan faktor-faktor pertimbangan dan dukungan seluruh pemangku kepentingan.
.
Yuk, simak informasinya pada infografik berikut! ????
.
#MerdekaBelajar #PanduanPembelajaran",,,,11770,1.54
Kemdikbud.RI,kemdikbud.ri,Official Page,Pembelajaran Tatap Muka,1812694,2020-09-02 11:44:45 EDT,Album,10887,79,0,https://www.instagram.com/p/CEo7-dMFcah/,https://www.instagram.com/p/CEo7-dMFcah/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/118638816_1109286882799732_1537200227469343285_n.jpg?_nc_cat=106&ccb=3&_nc_sid=8ae9d6&_nc_ohc=lqkvNXffovkAX8-eyh_&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=02cd75f27f29f2a85d4a779f6ccf540c&oe=6055090B,,"Mendikbud @nadiemmakarim  bersama Menteri Dalam Negeri @kemendagri Tito Karnavian menggelar rapat koordinasi (rakor) dengan kepala daerah se-Indonesia untuk memastikan kebijakan pembelajaran di masa Pandemi Covid-19 dapat terlaksana dengan baik di daerah.
.

?Prinsip kebijakan pendidikan di masa Pandemi COVID-19 adalah mengutamakan kesehatan dan keselamatan peserta didik, pendidik, tenaga kependidikan, keluarga, dan masyarakat secara umum, serta mempertimbangkan tumbuh kembang peserta didik dan kondisi psikososial dalam upaya pemenuhan layanan pendidikan selama pandemi Covid-19,? jelas Mendikbud dalam rakor yang berlangsung secara daring, hari ini, Rabu (2/9/2020). 
.

Agar kebijakan pembelajaran di masa pandemi Covid-19 terlaksana dengan baik di daerah, Mendagri pun mengimbau pemerintah daerah agar sekolah yang sudah melaksanakan pembelajaran tatap muka (PTM) di zona merah dan zona oranye kembali ke metode pembelajaran jarak jauh (PJJ). Kemudian untuk zona hijau dan kuning, Mendagri meminta pemda mempersiapkan dana untuk membantu sekolah memenuhi protokol kesehatan yang terdapat di daftar periksa kesiapan pembelajaran dan mengawal implementasinya.
.

Pemerintah telah mengeluarkan berbagai kebijakan dan inisiatif untuk menghadapi kendala pembelajaran di masa pandemi Covid-19, seperti  Revisi Surat Keputusan Bersama (SKB) Empat Menteri yang telah diterbitkan tanggal 7 Agustus 2020, untuk menyesuaikan kebijakan pembelajaran di era pandemi saat ini. 
.

#MerdekaBelajar #BersamaHadapiKorona",,,,10966,1.51
Kemdikbud.RI,kemdikbud.ri,Official Page,Pembelajaran Tatap Muka,1746465,2020-08-08 01:50:55 EDT,Album,10158,154,0,https://www.instagram.com/p/CDngJPCp6Bn/,https://www.instagram.com/p/CDngJPCp6Bn/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/117181829_115982750210377_4908746749318518752_n.jpg?_nc_cat=104&ccb=3&_nc_sid=8ae9d6&_nc_ohc=sVwnUEd2l-0AX-E07O9&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=951488c3e4cedf203e80e0d4a9baccc9&oe=6053A475,,"#SahabatDikbud , salah satu pertimbangan diperbolehkannya pembelajaran tatap muka diperluas hingga zona kuning adalah banyaknya satuan pendidikan di daerah 3T (terdepan, terluar, dan tertinggal) sangat kesulitan untuk melaksanakan Pembelajaran Jarak Jauh (PJJ) karena minimnya akses. Hal ini dapat berdampak negatif terhadap tumbuh kembang dan psikososial anak secara permanen. 
.

Saat ini, 88% dari keseluruhan daerah 3T berada di zona kuning dan hijau. Dengan adanya penyesuaian Surat Keputusan Bersama (SKB) Empat Menteri, maka satuan pendidikan yang siap dan ingin melaksanakan pembelajaran tatap muka memiliki opsi untuk melaksanakannya secara bertahap dengan protokol kesehatan yang ketat.
.

Walaupun berada di zona hijau dan kuning, satuan pendidikan tidak dapat melakukan pembelajaran tatap muka tanpa adanya persetujuan (1) Pemda/kanwil, (2) kepala sekolah (setelah sekolah dapat memenuhi protokol kesehatan yang ketat), dan (3) adanya persetujuan komite sekolah. 
.

Kemudian walaupun sekolah sudah melakukan pembelajaran tatap muka, persyaratan terakhir adalah adanya persetujuan dari orang tua peserta didik. Jika orang tua tidak setuju maka peserta didik tetap belajar dari rumah dan tidak dapat dipaksa. 
.

#MerdekaBelajar #BersamaHadapiKorona #BelajardariRumah #SeruBelajarKebiasaanBaru #BangkituntukIndonesiaMaju",,,,10312,1.42
Kemdikbud.RI,kemdikbud.ri,Official Page,Pembelajaran Tatap Muka,1746465,2020-08-07 22:26:02 EDT,Album,9914,206,0,https://www.instagram.com/p/CDnIsrhpnOC/,https://www.instagram.com/p/CDnIsrhpnOC/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/117134741_308569213593083_2151372494324213482_n.jpg?_nc_cat=111&ccb=3&_nc_sid=8ae9d6&_nc_ohc=QqbdEKK3IOYAX-u0gnL&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=5f850ccc29e6aa88c10f4f07300fc8aa&oe=60523711,,"#SahabatDikbud , pemerintah melakukan penyesuaian keputusan bersama Empat Menteri terkait pelaksanaan pembelajaran di zona selain merah dan oranye, yakni di zona kuning dan hijau, untuk dapat melaksanakan pembelajaran tatap muka dengan penerapan protokol kesehatan yang sangat ketat. Empat menteri tersebut adalah Menteri Pendidikan dan Kebudayaan, Menteri Kesehatan, Menteri Agama, dan Menteri Dalam Negeri. 
.

Dalam perubahan Surat Keputusan Bersama (SKB) Empat Menteri ini, izin pembelajaran tatap muka diperluas ke zona kuning, dari sebelumnya hanya di zona hijau. Prosedur pengambilan keputusan pembelajaran tatap muka tetap dilakukan secara bertingkat seperti pada SKB sebelumnya. Pemda/kantor/kanwil Kemenag dan sekolah memiliki kewenangan penuh untuk menentukan apakah daerah atau sekolahnya dapat mulai melakukan pembelajaran tatap muka. ?Jadi bukan berarti ketika sudah berada di zona hijau atau kuning, daerah atau sekolah wajib mulai tatap muka kembali ya,? ujar Mendikbud Nadiem Makarim.
.

Mendikbud juga menekankan, bahwa sekali pun daerah sudah dalam zona hijau atau kuning, pemda sudah memberikan izin, dan sekolah sudah kembali memulai pembelajaran tatap muka, orang tua atau wali tetap dapat memutuskan untuk anaknya tetap melanjutkan belajar dari rumah. 
.

Penentuan zonasi daerah sendiri tetap mengacu pada pemetaan risiko daerah yang dilakukan oleh satuan tugas penanganan Covid-19 nasional, yang dapat diakses pada laman https://covid19.go.id/peta-risiko. 
.

Berdasarkan pemetaan tersebut, zonasi daerah dilakukan pada tingkat kabupaten/kota. ?Dikecualikan untuk pulau-pulau kecil, zonasinya menggunakan pemetaan risiko daerah yang dilakukan oleh satgas penanganan Covid-19 setempat,? kata Mendikbud. 
.

Informasi selengkapnya dapat #SahabatDikbud lihat pada bahan presentasi Mendikbud Nadiem Makarim di atas saat mengumumkan penyesuaian kebijakan pembelajaran di masa pandemi Covid-19 atau akses laman kemdikbud.go.id. 
.

#MerdekaBelajar #BersamaHadapiKorona #BelajardariRumah #SeruBelajarKebiasaanBaru #BangkituntukIndonesiaMaju",,,,10120,1.4
Kemdikbud.RI,kemdikbud.ri,Official Page,Pembelajaran Tatap Muka,1748791,2020-08-09 00:22:36 EDT,Album,9017,118,0,https://www.instagram.com/p/CDp61UQBItr/,https://www.instagram.com/p/CDp61UQBItr/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/117225638_2619503768314617_3648134883607430924_n.jpg?_nc_cat=101&ccb=2&_nc_sid=8ae9d6&_nc_ohc=gRLlYzA-mrEAX8aWlHD&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=fac3a328410dd547d3709a31e3b217d9&oe=6031D124,,"#SahabatDikbud, sudah tahu mengenai penyesuaian kebijakan pembelajaran di masa pandemi Covid-19? 
.
Dalam perubahan Surat Keputusan Bersama (SKB) Empat Menteri, izin pembelajaran tatap muka diperluas ke zona kuning, dari sebelumnya hanya di zona hijau. 
.
Pada saat sekolah melakukan pembelajaran tatap muka, kondisi protokol kesehatan sangat ketat. Masing-masing rombongan belajar (rombel) hanya diperbolehkan maksimal 50% dari kapasitas. Berarti sekolah harus melakukan rotasi/shifting saat siswa mengikuti pembelajaran tatap muka.
.
Yuk, simak informasi selengkapnya pada infografis berikut atau unduh pada laman kemdikbud.go.id! ????
.
#MerdekaBelajar #BersamaHadapiKorona #BelajardariRumah #SeruBelajarKebiasaanBaru #BangkituntukIndonesiaMaju",,,,9135,1.26
Kemdikbud.RI,kemdikbud.ri,Official Page,Kuota Belajar,1755976,2020-08-12 00:31:39 EDT,Album,8028,148,0,https://www.instagram.com/p/CDxqQP0pouM/,https://www.instagram.com/p/CDxqQP0pouM/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/117307489_290956448668435_5153473361059913630_n.jpg?_nc_cat=103&ccb=3&_nc_sid=8ae9d6&_nc_ohc=_SDENB38g9MAX92obG6&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=2f681e2d653fd69f3ea4698ac8d52aae&oe=60523FA4,,"#SahabatDikbud , berdasarkan penyesuaian kebijakan pembelajaran di masa pandemi Covid-19, SMK di semua zona dapat melakukan pembelajaran tatap muka hanya untuk pembelajaran praktik, dengan menerapkan protokol kesehatan yang ketat.
.
""Realisasinya di lapangan diserahkan kepada SMK dengan tetap berkoordinasi dengan satuan gugus tugas setempat dan dinas pendidikan,"" kata Dirjen Pendidikan Vokasi, Wikan Sakarinto.
.
Dirjen Pendidikan Vokasi Kemendikbud, Wikan Sakarinto, didampingi Kepala Dinas Pendidikan Provinsi DKI Jakarta, meninjau kesiapan SMK sebelum pembelajaran tatap muka dibuka pada Selasa (11/8/2020). Sekolah yang dikunjungi adalah SMK Negeri 27 Jakarta.
.
Foto : @tasori123
.
#MerdekaBelajar #SMKBisa #SMKHebat #BangkituntukIndonesiaMaju",,,,8176,1.13
Kemdikbud.RI,kemdikbud.ri,Official Page,Pembelajaran Tatap Muka,1686925,2020-07-10 23:22:41 EDT,IGTV,7896,105,61366,https://www.instagram.com/tv/CCfIKI9pqy5/,https://www.instagram.com/tv/CCfIKI9pqy5/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/108880565_197239685060857_4818979178658766571_n.jpg?_nc_cat=100&ccb=3&_nc_sid=8ae9d6&_nc_ohc=H8-7DUjVdR0AX8eaj_G&_nc_oc=AQnul_a3nfUFWrNiW1R1Hx8FtGKzjXgYmHjsrN_UPfbH09fl5TCM2uwjsdyV2JnJOPM&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=36130920fe2e35d956e1bb08da208286&oe=6055DF8B,Seru Belajar Kebiasaan Baru,"Ayah dan Bunda, berikut panduan ""Seru Belajar Kebiasaan Baru"" yang harus diikuti anak ketika kembali belajar di sekolah. Jangan lupa, hanya sekolah di zona hijau yang boleh melakukan pembelajaran tatap muka di sekolah. Itu pun harus memenuhi persyaratan berlapis. ??
.
Apa saja ya panduannya? Yuk, simak informasinya pada video berikut! ????
.
#SeruBelajarKebiasaanBaru #SelamatKembaliKeSekolah #MerdekaBelajar",ggunakan transportasi publik atau a,,,8001,-1.64
Kemdikbud.RI,kemdikbud.ri,Official Page,Pembelajaran Tatap Muka,1617369,2020-06-16 01:01:39 EDT,Video,7591,291,43899,https://www.instagram.com/p/CBe8TaFli-Y/,https://www.instagram.com/p/CBe8TaFli-Y/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/104039081_300720041323107_4471051413341140382_n.jpg?_nc_cat=104&ccb=3&_nc_sid=8ae9d6&_nc_ohc=kWGCdH4EQ_wAX8ZaJCq&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=a533a8898328fa25fbc9727f48db152a&oe=6052AE2C,,"#SahabatDikbud, sebanyak 94% dari total peserta didik dilarang melakukan pembelajaran tatap muka di sekolah, karena berada di zona merah, oranye, dan kuning, sehingga harus tetap belajar dari rumah. Kemudian sebesar 6% peserta didik di zona hijau diperbolehkan melakukan pembelajaran tatap muka di sekolah dengan protokol kesehatan yang ketat. .

Hal tersebut dijelaskan Mendikbud Nadiem Makarim dalam pengumuman keputusan bersama tentang ""Panduan Penyelenggaraan Pembelajaran pada Tahun Ajaran dan Tahun Akademik Baru di Masa Pandemi Covid-19"" secara daring, pada Senin (15/6/2020).
.
Yuk, simak penjelasan selengkapnya pada YouTube KEMENDIKBUD RI! Untuk Panduan Penyelenggaraan Pembelajaran pada Tahun Ajaran dan Tahun Akademik Baru di Masa Covid-19, dapat diunduh di laman kemdikbud.go.id atau klik tautan pada bio! ????
.
#MerdekaBelajar #TahunAjaran2020 #TahunAkademikBaru2020",,,,7882,2.13
Kemdikbud.RI,kemdikbud.ri,Official Page,"Belajar Daring, Pembelajaran Jarak Jauh",1238208,2020-03-15 23:12:17 EDT,Photo,63405,935,0,https://www.instagram.com/p/B9x2uhqlAn3/,https://www.instagram.com/p/B9x2uhqlAn3/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/90091600_896112337485424_3252716969943049749_n.jpg?_nc_cat=104&ccb=3&_nc_sid=8ae9d6&_nc_ohc=5iisEblQblUAX-YkTBF&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=56211c6a9e37ccad3cd8c1ea54bfa736&oe=60542F3F,,"Tahukah, #SahabatDikbud? Kemendikbud mengembangkan aplikasi pembelajaran jarak jauh berbasis portal dan android yaitu Rumah Belajar yang dapat diakses di belajar.kemdikbud.go.id . ??
.
Kemendikbud juga didukung oleh mitra dari sektor swasta untuk menyelenggarakan sistem belajar secara daring.
.
#SahabatDikbud dapat menggunakan setiap platform ini dan akan mendapatkan fasilitas yang bisa diakses secara umum dan gratis. ????
.
1. Akses Rumah Belajar: https://belajar.kemdikbud.go.id
.
2. Akses Google G Suite for Education: https://blog.google/outreach-initiatives/education/offline-access-covid19/
.
3. Akses Kelas Pintar: https://kelaspintar.id
.
4. Akses Microsoft Office 365: https://microsoft.com/id-id/education/products/office
.
5. Akses Quipper School: https://www.quipper.com/id/school/teachers/
.
6. Akses Sekolah Daring/Online Ruangguru Gratis: https://sekolahonline.ruangguru.com
.
7. Akses gratis belajar daring Sekolahmu: https://www.sekolah.mu/tanpabatas
.
8. Akses Zenius: https://zenius.net/belajar-mandiri
.
Tetap semangat belajar dan jaga kesehatan ya! ????
.
#MerdekaBelajar #RumahBelajar #BelajarDaring",,,,64340,17.43
